player_id,salary,season,season_end,season_start,team
seldewa01,1312611,2017-18,2018,2017,Memphis Grizzlies
serapke01,2761114,2013-14,2014,2013,Washington Wizards
serapke01,3898692,2014-15,2015,2014,Washington Wizards
serapke01,2800000,2015-16,2016,2015,New York Knicks
serapke01,1800000,2016-17,2017,2016,Indiana Pacers
sessira01,5000000,2013-14,2014,2013,Charlotte Bobcats
sessira01,2077000,2014-15,2015,2014,Washington Wizards
sessira01,2170465,2015-16,2016,2015,Washington Wizards
sessira01,6000000,2016-17,2017,2016,Charlotte Hornets
sessira01,1471382,2017-18,2018,2017,New York Knicks
sessira01,390706,2017-18,2018,2017,Washington Wizards
shumpim01,1703760,2013-14,2014,2013,New York Knicks
shumpim01,2616975,2014-15,2015,2014,Cleveland Cavaliers
shumpim01,9000000,2015-16,2016,2015,Cleveland Cavaliers
shumpim01,9700000,2016-17,2017,2016,Cleveland Cavaliers
shumpim01,10337079,2017-18,2018,2017,Sacramento Kings
shvedal01,3150000,2013-14,2014,2013,Minnesota Timberwolves
shvedal01,3282056,2014-15,2015,2014,New York Knicks
siakapa01,1196040,2016-17,2017,2016,Toronto Raptors
